"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	11	570333	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	17	577400	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	22	589743	3.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	21	624963	3.4
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	25	648109	3.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	18	668568	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	32	688560	4.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	21	709178	3.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	18	734406	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	33	454901	7.3
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	33	460644	7.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	31	465211	6.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	35	467333	7.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	39	466345	8.4
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	42	465942	9.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	37	460640	8.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	37	452225	8.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	40	446263	9.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	33	438018	7.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	37	428316	8.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	31	422715	7.3
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	23	414993	5.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	28	409903	6.8
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	34	404860	8.4
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	39	400904	9.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	42	397522	10.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	46	398953	11.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	42	413168	10.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	48	195474	24.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	53	199016	26.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	60	202063	29.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	51	203305	25.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	57	205775	27.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	47	206330	22.8
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	63	210757	29.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	49	214849	22.8
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	51	219456	23.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	63	223171	28.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	46	227670	20.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	47	230961	20.3
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	62	236298	26.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	61	239150	25.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	63	241490	26.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	63	241379	26.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	70	240432	29.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	65	240436	27.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	72	247065	29.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	10	1038870	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2004"	"2004"	12	729260	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2006"	"2006"	11	775528	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2008"	"2008"	11	809809	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2009"	"2009"	12	833756	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2011"	"2011"	18	883764	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2012"	"2012"	14	887569	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2013"	"2013"	14	899716	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2014"	"2014"	16	910639	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2015"	"2015"	20	923470	2.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2016"	"2016"	14	929806	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"55-64 years"	"55-64"	"2017"	"2017"	13	936280	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2000"	"2000"	10	471812	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2001"	"2001"	10	466192	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2002"	"2002"	12	460762	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2003"	"2003"	14	456624	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2004"	"2004"	14	453992	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2005"	"2005"	12	449849	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2006"	"2006"	12	446126	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2007"	"2007"	13	452497	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2008"	"2008"	19	467786	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2009"	"2009"	17	478775	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2010"	"2010"	23	485888	4.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2011"	"2011"	15	498906	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2012"	"2012"	18	532657	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2013"	"2013"	18	556922	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2014"	"2014"	17	576093	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2015"	"2015"	20	595791	3.4
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2016"	"2016"	23	615143	3.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"65-74 years"	"65-74"	"2017"	"2017"	26	640060	4.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"1999"	"1999"	22	286746	7.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2000"	"2000"	28	288613	9.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2001"	"2001"	28	295084	9.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2002"	"2002"	26	300425	8.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2003"	"2003"	37	303622	12.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2004"	"2004"	22	306304	7.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2005"	"2005"	36	306911	11.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2006"	"2006"	21	305026	6.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2007"	"2007"	20	303880	6.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2008"	"2008"	29	300678	9.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2009"	"2009"	27	297507	9.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2010"	"2010"	25	296326	8.4
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2011"	"2011"	29	293751	9.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2012"	"2012"	26	292756	8.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2013"	"2013"	27	292101	9.2
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2014"	"2014"	31	291387	10.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2015"	"2015"	34	290982	11.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2016"	"2016"	25	293365	8.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"75-84 years"	"75-84"	"2017"	"2017"	42	305663	13.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"1999"	"1999"	41	75975	54.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2000"	"2000"	13	77790	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2001"	"2001"	17	79852	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2002"	"2002"	25	81772	30.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2003"	"2003"	25	84353	29.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2004"	"2004"	25	86316	29.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2005"	"2005"	30	90089	33.3
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2006"	"2006"	17	93880	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2007"	"2007"	15	97531	Unreliable
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2008"	"2008"	26	101267	25.7
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2009"	"2009"	27	104602	25.8
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2010"	"2010"	28	107149	26.1
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2011"	"2011"	25	112181	22.3
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2012"	"2012"	39	115496	33.8
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2013"	"2013"	44	119159	36.9
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2014"	"2014"	43	120675	35.6
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2015"	"2015"	33	122439	27.0
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2016"	"2016"	44	123969	35.5
	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"White"	"2106-3"	"Male"	"M"	"85+ years"	"85+"	"2017"	"2017"	36	128464	28.0
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2001"	"2001"	13	276910	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"25-34 years"	"25-34"	"2008"	"2008"	12	259702	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"1999"	"1999"	21	296913	7.1
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2001"	"2001"	14	303246	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2002"	"2002"	13	302101	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2003"	"2003"	10	300353	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2004"	"2004"	13	296329	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2006"	"2006"	11	287171	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2007"	"2007"	16	279844	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2008"	"2008"	12	273206	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2009"	"2009"	13	265883	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2011"	"2011"	14	256625	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"35-44 years"	"35-44"	"2017"	"2017"	11	250095	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"1999"	"1999"	17	219892	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2000"	"2000"	15	224544	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2001"	"2001"	13	233053	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2002"	"2002"	11	238262	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2003"	"2003"	24	243359	9.9
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2004"	"2004"	14	248317	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2005"	"2005"	18	252836	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2006"	"2006"	18	257601	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2007"	"2007"	11	261804	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2008"	"2008"	19	267318	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2009"	"2009"	14	273098	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2010"	"2010"	17	276561	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2012"	"2012"	13	277308	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2013"	"2013"	12	277141	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2014"	"2014"	13	276522	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2015"	"2015"	13	274112	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2016"	"2016"	19	269952	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"45-54 years"	"45-54"	"2017"	"2017"	11	266161	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"1999"	"1999"	10	152022	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2000"	"2000"	14	155195	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2001"	"2001"	10	158927	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2002"	"2002"	12	163961	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2003"	"2003"	17	168009	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2004"	"2004"	12	172724	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2007"	"2007"	17	185106	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2008"	"2008"	12	188532	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2009"	"2009"	16	193544	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2010"	"2010"	13	198843	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2012"	"2012"	19	213550	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	11	218859	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	21	225352	9.3
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	13	231348	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	18	236124	Unreliable
	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	19	242248	Unreliable
